SAMPID	SMATSSCR	SMCENTER	SMPTHNTS	SMRIN	SMTS	SMTSD	SMTSISCH	SMNABTCH	SMNABTCHT	SMNABTCHD	SMGEBTCH	SMGEBTCHD	SMGEBTCHT	SME2MPRT	SMCHMPRS	SMNTRART	SMNUMGPS	SMMAPRT	SMEXNCRT	SM550NRM	SMGNSDTC	SMUNMPRT	SM350NRM	SMRDLGTH	SMMNCPB	SME1MMRT	SMSFLGTH	SMESTLBS	SMMPPD	SMNTERRT	SMRRNANM	SMRDTTL	SMVQCFL	SMMNCV	SMTRSCPT	SMMPPDPR	SMCGLGTH	SMGAPPCT	SMUNPDRD	SMNTRNRT	SMMPUNRT	SMEXPEFF	SMMPPDUN	SME2MMRT	SME2ANTI	SMALTALG	SME2SNSE	SMMFLGTH	SME1ANTI	SMSPLTRD	SMBSMMRT	SME1SNSE	SME1PCTS	SMRRNART	SME1MPRT	SMNUM5CD	SMDPMPRT	SME2PCTS
GTEX-WWYW-0926-SM-3NB2Z	3	C1	2 pieces ~8x7mm, emphysemaous changes, congestion, badly autolyzed,  vascular structures delineated	6.9	Lung	Lung	12-15 hours	BP-28889	RNA isolation_PAXgene Tissue miRNA	08/07/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.8831231	149762	0.9669051	664	0.8992649	0.7976818	0.28687352	26552	0.6738317	0.7680296	76	65.54301	0.003351482	298	66898041	108849637	0.032800734	1517514	121042912	20865502	0.5962797	144469	51467891	43636	0.023468226	0	0.16922331	0.60595316	0.71732724	73346337	0.003366264	22928056	5630784	23350307	318	23960121	16472900	0.0033587406	24000150	50.041733	0.012536991	0.9154066	875	0.32616827	50.456207
GTEX-WWYW-1126-SM-3NB2Q	2	C1	2 pieces '7x6mm	6.8	Heart	Heart - Atrial Appendage	12-15 hours	BP-28992	RNA isolation_PAXgene Tissue miRNA	08/08/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.88734823	92378	0.9791514	936	0.9054297	0.8232323	0.33238345	23618	0.5249556	0.7701795	76	27.69344	0.0033189056	240	32854196	95643268	0.020660682	5270559	105633010	18725276	0.60959435	134835	45389223	63359	0.034368377	0	0.15591912	0.47531036	0.745379	50208462	0.0033905697	19821110	3584048	20222129	243	20762540	14898720	0.003354022	20901215	50.166424	0.049895	0.9235112	835	0.47504452	50.50073
GTEX-WWYW-1326-SM-3NB2S	2	C1	2 pieces ~7x7mm, focal insterstitial fibrosis delineated.  Unusually poorly preserved	6.6	Heart	Heart - Left Ventricle	12-15 hours	BP-28992	RNA isolation_PAXgene Tissue miRNA	08/08/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.8951553	64734	0.9822887	1062	0.91159153	0.8839395	0.26213887	22953	0.40158346	0.8130229	76	27.008516	0.0032783428	376	23970169	107519706	0.01763566	9785492	117947242	20323604	0.6639998	131856	51337386	75999	0.03664909	0	0.098349236	0.36608008	0.80579174	43178135	0.003297587	23348572	5501907	24060333	405	24391424	8714082	0.0032877915	24710123	50.32453	0.082964994	0.9280278	782	0.59841657	50.75066
GTEX-WWYW-3026-SM-3NB36	1	C1	4 pieces ~4x4mm.  Reasonably well preserved, Purkinje cells show signs of antemortem ischemia (nuclear smudging)	6.3	Brain	Brain - Cerebellum	12-15 hours	BP-29321	RNA isolation_PAXgene Tissue miRNA	08/13/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.8783268	139621	0.92808366	629	0.8954444	0.75987744	0.28343672	25449	0.68119824	0.87547386	76	63.131935	0.0033236127	288	66696179	105446726	0.07170177	5899849	117759108	20436666	0.6398473	139182	49843330	40575	0.021862438	0	0.1682062	0.60997516	0.680428	71830128	0.0033549047	21386813	7810383	21680055	319	22277550	12206076	0.0033389598	22449611	50.19235	0.050101	0.9125619	879	0.31880173	50.340454
GTEX-WWYW-3126-SM-3NB39	1	C1	4 pieces  ~4x4mm	6.8	Brain	Brain - Cortex	12-15 hours	BP-29321	RNA isolation_PAXgene Tissue miRNA	08/13/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.89045763	90307	0.9549937	985	0.9075291	0.8835745	0.257749	24827	0.66485685	0.7978667	76	41.574574	0.0032557687	383	59398983	100334458	0.04461865	7055138	110557840	19552934	0.6582815	139987	47716049	71545	0.03762342	0	0.07141926	0.6033769	0.8018696	66708053	0.0032990184	20952561	5416301	21383325	372	21899452	13470022	0.0032769868	22037553	50.157158	0.063814	0.9246006	832	0.33514312	50.50874
GTEX-WWYW-3226-SM-3NB3B	2	C1	2 piece ~5x5 mm.  Mixed adeno/neurohypophysis, mixed in dural elements (vessels)	6.6	Pituitary	Pituitary	12-15 hours	BP-29321	RNA isolation_PAXgene Tissue miRNA	08/13/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.8515843	94686	0.963933	1611	0.8667815	0.8205035	0.27828097	25374	0.16752723	0.7446032	76	13.248914	0.003263445	225	7154020	88479127	0.035858706	1803612	102077776	18723124	0.6886416	140359	41018093	128782	0.061876882	0	0.14342947	0.1452095	0.71119726	14822663	0.0030930503	18383777	5810450	18577985	247	19189144	13527896	0.0031797413	19090980	49.87178	0.017668998	0.8819787	775	0.83247274	50.262714
GTEX-WXYG-0001-SM-3PYKG		B1			Blood	Whole Blood	0-(-3) hours	BP-27705	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	07/23/2012	GTEx_batch9_EX_001	11/21/2012	Illumina Human Exome SNP Array																																													
GTEX-WXYG-0001-SM-3PZ82		B1			Blood	Whole Blood	0-(-3) hours	BP-27705	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	07/23/2012	GTEx_batch9_OM5_001	11/21/2012	Illumina OMNI SNP Array																																													
GTEX-WXYG-0005-SM-3NB3M		B1		7.9	Blood	Whole Blood	0-(-3) hours	BP-27850	RNA isolation_PAXgene Blood RNA (Manual)	07/24/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.8739643	89046	0.9282331	1216	0.89265317	0.82942504	0.295627	21280	0.5128695	0.8124605	76	29.643816	0.0037115992	215	32004994	96138673	0.07161517	5951605	107699920	19326248	0.6687287	120295	45469935	92199	0.053212278	0	0.098807946	0.4578145	0.7403889	49306587	0.003793906	19407352	12848952	19902631	211	20438547	18461740	0.003751891	20537189	50.120365	0.055260997	0.91134197	770	0.48713058	50.629967
GTEX-WXYG-0226-SM-3NB2Y	1	B1	2 pieces, 10x8 & 10x8mm; one has nubbine of fat/vascular tissue up to~1.5mm thick	7.8	Thyroid	Thyroid	0-3 hours	BP-28887	RNA isolation_PAXgene Tissue miRNA	08/07/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.88210976	147508	0.9622975	684	0.89622825	0.8049313	0.2989871	25706	0.47781336	0.70524776	76	48.573723	0.0034036287	297	30426477	104583541	0.037356038	952681	116692972	20248702	0.58409214	140537	49280710	44081	0.023984661	0	0.15736616	0.42822984	0.72140217	49971417	0.0032527833	21944363	6057024	22193979	288	22783199	16590435	0.0033293944	22756715	49.970924	0.008163996	0.91034675	880	0.5221866	50.282764
GTEX-WXYG-0926-SM-3NB2O	1	B1	2 pieces, 7x4 & 5x4mm;	7.2	Adipose Tissue	Adipose - Visceral (Omentum)	0-3 hours	BP-28992	RNA isolation_PAXgene Tissue miRNA	08/08/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.8878093	137128	0.9724112	948	0.9058004	0.86562306	0.31601754	24818	0.5640514	0.7379201	76	37.20628	0.003616	391	42359454	106751447	0.027368069	1143293	117853164	21757670	0.59873384	138861	50755493	63914	0.030363638	0	0.10678818	0.51091796	0.7840817	60213299	0.003657784	22360845	5200979	22902758	358	23441780	16682687	0.0036364773	23641837	50.21245	0.009700995	0.9237915	823	0.43594864	50.598618
GTEX-WXYG-2526-SM-3NB3F	0	B1	2 pieces, 9x6 & 14x6mm; minimal interstitial fat	8.6	Muscle	Muscle - Skeletal	0-3 hours	BP-29321	RNA isolation_PAXgene Tissue miRNA	08/13/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.89408606	98410	0.9793726	1524	0.911402	0.93445534	0.28036067	20993	0.48329857	0.90171385	76	29.024593	0.0035723872	318	28925618	96410112	0.020504406	1482431	105782208	18930454	0.7797364	121758	45991140	143602	0.0805287	0	0.0449173	0.44047925	0.8516644	46594867	0.0036160205	19934289	3729625	20380155	282	20856085	19560366	0.0035937894	21016349	50.191372	0.014013992	0.92871785	737	0.51670146	50.55299
GTEX-WY7C-0002-SM-3PYKE		B1			Blood	Whole Blood	0-(-3) hours	BP-27930	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	07/25/2012	GTEx_batch9_EX_001	11/21/2012	Illumina Human Exome SNP Array																																													
GTEX-WY7C-0002-SM-3PZ81		B1			Blood	Whole Blood	0-(-3) hours	BP-27930	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	07/25/2012	GTEx_batch9_OM5_001	11/21/2012	Illumina OMNI SNP Array																																													
GTEX-WY7C-0006-SM-3NB3L		B1		8.3	Blood	Whole Blood	0-(-3) hours	BP-27850	RNA isolation_PAXgene Blood RNA (Manual)	07/24/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.8858306	74849	0.9529849	984	0.9033814	0.9009288	0.2954657	20733	0.40401694	0.7180945	76	70.32205	0.003445208	277	23763199	104610573	0.04689607	5393565	115798902	20639888	0.6695503	119600	49783708	77176	0.04972456	0	0.052056152	0.36498138	0.8138823	42264445	0.0035208878	22184739	17821151	22969179	258	23397049	24013373	0.003482313	23526080	50.137493	0.046576995	0.9209322	838	0.595983	50.86863
GTEX-WY7C-0226-SM-3NB37	1	B1	2pieces  ~8x7mm.  Regressive/fibrotic features	7.5	Thyroid	Thyroid	0-3 hours	BP-29321	RNA isolation_PAXgene Tissue miRNA	08/13/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.89458925	151977	0.9682807	749	0.9115132	0.8205767	0.31785548	25541	0.6696188	0.76581895	76	49.345604	0.0032451707	390	67686480	112703806	0.03148827	1129741	123644738	21538232	0.58483905	140956	53611133	52166	0.026909137	0	0.14770398	0.61036634	0.74796647	75468584	0.00328672	23714940	5022299	24161891	363	24793647	18180619	0.0032655597	24879223	50.08614	0.0091369925	0.9284372	879	0.33038124	50.466774
GTEX-WY7C-0426-SM-3NB3C	1	B1	2 pieces ~9x6mm, diffuse emphysematous changes	8.5	Lung	Lung	0-3 hours	BP-29321	RNA isolation_PAXgene Tissue miRNA	08/13/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.88972807	133606	0.9735298	812	0.9063149	0.87598276	0.3182528	25546	0.7246749	0.69085985	76	49.710865	0.0032401513	300	81250537	103513034	0.025904091	992626	114213098	19902672	0.5870911	142435	49174584	54620	0.028570412	0	0.09754707	0.65678364	0.7939162	75013292	0.003279157	21967538	4328894	22433286	315	23013143	19324523	0.0032592972	23031242	50.019657	0.008691	0.9229018	876	0.27532515	50.52448
GTEX-WY7C-0526-SM-3NB3D	1	B1	2 pieces  ~8x7mm, minimal evident fibrosis	8.4	Heart	Heart - Left Ventricle	0-3 hours	BP-29323	RNA isolation_PAXgene Tissue miRNA	08/13/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.90329885	95872	0.9817808	966	0.91819936	0.93300635	0.23760079	22289	0.52325404	0.68645996	76	65.59299	0.0031284927	389	36439742	106077842	0.017999198	2741482	115528108	19628462	0.5968792	131613	50770294	82579	0.045459	0	0.04877457	0.48045155	0.8566858	55505659	0.0030918114	22292337	4785000	22757524	360	23145707	18507680	0.0031104495	23359857	50.23024	0.023729999	0.9330999	813	0.476746	50.516304
GTEX-WY7C-0926-SM-3NB34	1	B1	2 pieces ~9x6mm	7.9	Adipose Tissue	Adipose - Visceral (Omentum)	0-3 hours	BP-29433	RNA isolation_PAXgene Tissue miRNA	08/14/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.89288276	113783	0.976257	794	0.91043425	0.8775119	0.2801748	24618	0.5856945	0.76644826	76	51.69345	0.0032596502	296	40684226	94706370	0.023506181	1361977	104023298	18201958	0.5775692	139362	45134824	61806	0.03190537	0	0.09874512	0.5332363	0.7989169	55469002	0.0033174327	20080035	4459085	20473120	284	20964308	15919937	0.0032879845	21166430	50.239876	0.013093	0.9279857	844	0.41430548	50.484653
GTEX-WY7C-1126-SM-3NB3A	1	B1	2 pieces ~9x4mm	9.1	Heart	Heart - Atrial Appendage	0-3 hours	BP-29433	RNA isolation_PAXgene Tissue miRNA	08/14/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.90179455	98070	0.97287077	955	0.9175585	0.8900079	0.3252216	23653	0.5811039	0.6663709	76	35.50748	0.0030544011	294	40286715	95585732	0.026839206	1742935	104173992	18433412	0.5674208	136607	45710286	66540	0.034710377	0	0.08286287	0.5331968	0.8166343	55545240	0.0030225248	19689014	4289256	20071854	311	20462270	17223388	0.003038737	20675133	50.25872	0.016731	0.9333225	832	0.41889614	50.48143
GTEX-WY7C-2126-SM-3NB2R	1	B1	6 pieces  ~9x3, squamous epithelium is ~1.5-2% thickness	7.7	Skin	Skin - Not Sun Exposed (Suprapubic)	0-3 hours	BP-29478	RNA isolation_PAXgene Tissue miRNA	08/15/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.895046	141341	0.9646094	641	0.91083133	0.835403	0.29882532	25389	0.63510376	0.7841663	76	63.15394	0.0032594488	390	53578681	103230381	0.03523948	1791055	113336442	18808858	0.5903693	140462	49188006	45040	0.024694622	0	0.12920637	0.57847244	0.7609113	65562009	0.0032535575	21677379	5891327	21954029	334	22465082	16566147	0.003256554	22695647	50.25528	0.015802993	0.92661667	863	0.36489618	50.317028
GTEX-WY7C-2326-SM-3NB2U	1	B1	6 pieces   ~8x3.5mm. Squamous epithelium is ~ 2% of thickness	7.1	Skin	Skin - Sun Exposed (Lower leg)	0-3 hours	BP-29478	RNA isolation_PAXgene Tissue miRNA	08/15/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.88649	139993	0.9585625	826	0.90421134	0.83675975	0.27745625	25243	0.64272994	0.84755975	76	37.682335	0.0033141351	286	51042079	94985597	0.041296903	2164829	105048010	18145552	0.63163584	139973	45064037	51903	0.026886964	0	0.121802755	0.5811637	0.75660765	61050090	0.0033850956	19700343	5908431	20064124	263	20616991	14931977	0.0033489198	20725899	50.131718	0.020607997	0.92193264	834	0.35727003	50.45742
GTEX-WY7C-2426-SM-3NB2V	1	B1	1 pieces  ~8x7mm	7	Adipose Tissue	Adipose - Subcutaneous	0-3 hours	BP-29482	RNA isolation_PAXgene Tissue miRNA	08/15/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.89171886	121508	0.9744933	808	0.9097502	0.8844104	0.3034694	23569	0.71090686	0.7240794	76	63.696583	0.0032172443	241	63442355	86870779	0.025288079	1101079	95488598	16145112	0.5869112	135482	41332981	61233	0.033085898	0	0.09008295	0.6467477	0.80459255	61757032	0.0033215443	18363956	3795621	18689230	236	19238943	16068305	0.0032683609	19307505	50.088932	0.011530999	0.9277817	844	0.28909317	50.43893
GTEX-WY7C-2526-SM-3NB2N	1	B1	2 pieces  ~10x8mm, minimal interstitial fat	8.6	Muscle	Muscle - Skeletal	0-3 hours	BP-29482	RNA isolation_PAXgene Tissue miRNA	08/15/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.8970519	97122	0.9741458	1060	0.9145042	0.919052	0.28956753	22264	0.58121693	0.7381463	76	41.439907	0.0031439238	401	46682120	109656698	0.025659837	2209791	119908362	21435178	0.6204436	129772	52358671	87612	0.050438978	0	0.0550939	0.5315253	0.84047693	63734326	0.0031896366	22685756	4429960	23198771	375	23791279	22448997	0.0031663442	23864781	50.077118	0.018428998	0.9319566	810	0.4187831	50.55903
GTEX-WY7C-2626-SM-3NB2P	1	B1	2 pieces ~3.5mm d.  Clean.  Trace fat adherent on one	8.2	Nerve	Nerve - Tibial	4-7 hours	BP-29482	RNA isolation_PAXgene Tissue miRNA	08/15/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.8929918	150882	0.96264863	551	0.9094042	0.80934745	0.31752637	25844	0.70932764	0.71375406	76	68.65475	0.0031643307	299	75268740	104887757	0.03709283	1490497	115336784	19313024	0.55686665	141913	49866386	31741	0.017158262	0	0.15330118	0.64506555	0.73602396	74399785	0.0031821642	21934039	5072681	22255331	292	22850152	17185476	0.0031730868	22957466	50.117138	0.012922998	0.9258166	906	0.29067236	50.363544
GTEX-WY7C-2726-SM-3NB3P	1	B1	2 pieces  11x10mm.  All fibroadipose	6.7	Breast	Breast - Mammary Tissue	4-7 hours	BP-29540	RNA isolation_PAXgene Tissue miRNA	08/16/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.888503	117112	0.9740522	801	0.9070824	0.8720538	0.2598187	23813	0.62482375	0.76572144	76	55.671173	0.0033416115	236	44636878	89179667	0.025779162	1089820	98314852	17036324	0.60988784	135484	42397825	59947	0.03281044	0	0.101998396	0.5667666	0.7910246	55721572	0.0034335514	18888088	4168827	19214232	250	19751384	14501627	0.00338664	19930379	50.225536	0.011084999	0.9256617	836	0.3751763	50.427986
GTEX-WY7C-2826-SM-3NB3Q	1	B1	2 pieces  ~2.5mm d.  Clean specimens	7.1	Blood Vessel	Artery - Tibial	4-7 hours	BP-29540	RNA isolation_PAXgene Tissue miRNA	08/16/2012	LCSET-2318	12/16/2012	TrueSeq.v1	0.8850729	111726	0.969505	1073	0.9044636	0.8909489	0.32240307	22708	0.6448865	0.8252049	76	35.929638	0.0032849298	248	49015889	89544599	0.03021272	1266149	99002994	17839820	0.65445316	131929	42469581	85766	0.0446101	0	0.07855604	0.58327633	0.80583084	57746103	0.0034042408	18005042	3719131	18406173	249	18945098	16612471	0.0033433065	19062791	50.15483	0.012788997	0.92385423	810	0.3551135	50.55083
GTEX-WYBS-0126-SM-3PYKA	2	C1	6 pieces, up to 8x2mm; squamous epithelium peculiarly atrophic, less than 1% thickness		Skin	Skin - Sun Exposed (Lower leg)	12-15 hours	BP-29327	DNA Isolation from Tissue via QIAgen Spin Column	08/13/2012	GTEx_batch9_EX_001	11/21/2012	Illumina Human Exome SNP Array																																													
GTEX-WYBS-0126-SM-3PZ7C	2	C1	6 pieces, up to 8x2mm; squamous epithelium peculiarly atrophic, less than 1% thickness		Skin	Skin - Sun Exposed (Lower leg)	12-15 hours	BP-29327	DNA Isolation from Tissue via QIAgen Spin Column	08/13/2012	GTEx_batch9_OM5_001	11/22/2012	Illumina OMNI SNP Array																																													
GTEX-WYBS-0326-SM-3NM8S	1	C1	2 pieces, 5x3 & 6x3mm;   ~.5mm adherent discontinuous fat	7.1	Nerve	Nerve - Tibial	12-15 hours	BP-29323	RNA isolation_PAXgene Tissue miRNA	08/13/2012	LCSET-2351	12/16/2012	TrueSeq.v1	0.9079673	165463	0.9665665	619	0.91932905	0.80118877	0.2964556	26001	0.65528685	0.7592544	76	68.00195	0.0035100828	392	63454875	113350369	0.033184003	1386472	123296838	22616638	0.5684217	141664	54194972	39767	0.0214301	0	0.16537777	0.60242426	0.7365561	74277008	0.003172463	24105879	5298934	24272888	349	24670541	17364527	0.003343359	24909106	50.24059	0.011244992	0.93069077	875	0.34471312	50.172604
GTEX-WYBS-0426-SM-3NM9M	1	C1	2 pieces, 3x1 & 2.5x1mm; good clean specimens	7.4	Blood Vessel	Artery - Tibial	12-15 hours	BP-29323	RNA isolation_PAXgene Tissue miRNA	08/13/2012	LCSET-2351	12/16/2012	TrueSeq.v1	0.9054319	143477	0.97518545	785	0.9181853	0.89140487	0.32674724	22971	0.62822956	0.7067282	76	68.92247	0.0033566973	400	51830562	102162315	0.024468094	951653	111265466	23278562	0.57137865	133038	48858052	59864	0.0322549	0	0.08378057	0.57683116	0.8184748	64181384	0.0030878105	21003234	3854620	21202596	342	21600895	20048696	0.0032241212	21794392	50.222942	0.0085529955	0.9309387	863	0.37177047	50.236176
GTEX-WYBS-0626-SM-3NMAS	1	C1	6 pieces, up to 8x3mm; squamous epithelium is 2-3% thickness	8.1	Skin	Skin - Not Sun Exposed (Suprapubic)	12-15 hours	BP-29433	RNA isolation_PAXgene Tissue miRNA	08/14/2012	LCSET-2351	12/16/2012	TrueSeq.v1	0.9100864	127233	0.97909284	759	0.9217406	0.8242253	0.32962784	25022	0.736858	0.7623422	76	47.33198	0.0034147464	298	81442542	99998181	0.020642394	954481	108488422	20764708	0.57965124	140713	47879059	55061	0.030284496	0	0.1548675	0.67919195	0.7597219	73684467	0.0031180624	21429511	4477121	21542434	278	21953152	17640648	0.00326828	22114758	50.183357	0.008797999	0.9333947	847	0.26314193	50.13139
GTEX-WYBS-0926-SM-3NM94	2	C1	2 pieces, 11x7 & 10x6.5mm; atrophic TDLUs abundant, rep ones delineated	8.5	Breast	Breast - Mammary Tissue	12-15 hours	BP-29435	RNA isolation_PAXgene Tissue miRNA	08/14/2012	LCSET-2351	12/16/2012	TrueSeq.v1	0.9015908	151880	0.96870095	728	0.9136673	0.7661998	0.3344323	26239	0.69844276	0.72753865	76	40.964615	0.003488157	240	65349651	97047315	0.03103175	1183579	106217334	21058708	0.6060812	143186	46269179	45381	0.023750994	0	0.20250121	0.6381443	0.7000517	67781994	0.00317737	20687917	5047904	20821780	241	21226382	14548377	0.0033348175	21385087	50.186226	0.011142992	0.9257439	876	0.30155724	50.161247
GTEX-WYBS-1126-SM-3NMAM	3	C1	2 pieces, 9x8.5 & 10x6.5mm; baadly autolyzed, diffuse active pneumonitis, possible diffuse alveolar damage sequence or other fibrosing pneumonitis, too autolyzed to evaluate further, consisten with clinical history	8.1	Lung	Lung	12-15 hours	BP-29435	RNA isolation_PAXgene Tissue miRNA	08/14/2012	LCSET-2351	12/16/2012	TrueSeq.v1	0.89989525	126856	0.9727671	652	0.9121123	0.79492813	0.29185194	25323	0.66906923	0.7250087	76	60.791523	0.0035622695	240	58425045	98201233	0.02694235	1547340	107663538	21859776	0.5819838	140979	46828179	39707	0.0210332	0	0.17783901	0.61026627	0.7250637	65703424	0.003262896	20884240	4873680	21097138	243	21481796	16435106	0.0034145878	21628531	50.170185	0.014371997	0.9243293	875	0.33093077	50.253563
GTEX-WYBS-1226-SM-3NM9N	2	C1	2 pieces, 8x7 & 8x7mm;	6.1	Heart	Heart - Atrial Appendage	12-15 hours	BP-29473	RNA isolation_PAXgene Tissue miRNA	08/15/2012	LCSET-2351	12/16/2012	TrueSeq.v1	0.9074644	79556	0.9793155	857	0.9190735	0.8727307	0.23516612	23353	0.39633414	0.8389887	76	40.926613	0.0035056737	382	24019250	109483960	0.020557322	7393447	119124262	23499224	0.6616379	134271	52511513	59881	0.033961315	0	0.106584884	0.36426023	0.80210364	43392232	0.0031751997	23048473	5715756	23970730	357	24038335	11184606	0.0033425237	24154745	50.120773	0.062064998	0.9306827	817	0.6036658	50.98072
GTEX-WYBS-1926-SM-3NM8N	3	C1	2 pieces, 8x7 & 8.5x7mm; unusually badly autolyzed	7.7	Thyroid	Thyroid	12-15 hours	BP-29478	RNA isolation_PAXgene Tissue miRNA	08/15/2012	LCSET-2351	12/16/2012	TrueSeq.v1	0.90795565	166278	0.9673357	1031	0.91940427	0.8501472	0.24325487	24591	0.60910004	0.8403736	76	37.81662	0.003559652	302	43900462	93939149	0.032427043	1311913	102173932	18306472	0.68321264	138056	44969131	75773	0.038992886	0	0.117188536	0.5600092	0.7816289	57218345	0.0032470075	19816901	5333204	19933793	263	20253061	17187770	0.0034052765	20485064	50.284748	0.012839996	0.93085283	821	0.3908999	50.147026
GTEX-WYJK-0001-SM-3PYKX		C1			Blood	Whole Blood	12-15 hours	BP-28195	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	07/27/2012	GTEx_batch9_EX_001	11/21/2012	Illumina Human Exome SNP Array																																													
GTEX-WYJK-0001-SM-3PZ7Z		C1			Blood	Whole Blood	12-15 hours	BP-28195	DNA isolation_Whole Blood _QIAGEN Puregene (Manual)	07/27/2012	GTEx_batch9_OM5_001	11/21/2012	Illumina OMNI SNP Array																																													
GTEX-WYJK-0005-SM-3NMA1		C1		7.9	Blood	Whole Blood	12-15 hours	BP-28174	RNA isolation_PAXgene Blood RNA (Manual)	07/27/2012	LCSET-2351	12/16/2012	TrueSeq.v1	0.9016769	111584	0.973716	930	0.91500926	0.87047714	0.34329578	23586	0.47350845	0.6807079	76	30.72354	0.0036726124	290	30543721	106536325	0.02613103	2734521	116431966	23980376	0.5982719	134735	50967739	62328	0.035590153	0	0.10323889	0.4332646	0.79649466	50445853	0.003431349	23433315	18341232	24077826	289	24370145	22561277	0.0035537381	24518276	50.1515	0.023485998	0.9283415	855	0.5264915	50.678276
GTEX-WYJK-0126-SM-3NMAB	0	C1	6 pieces, up to 8x3mm; squmous epithlium is ~~2% thickness	6.9	Skin	Skin - Sun Exposed (Lower leg)	8-11 hours	BP-29433	RNA isolation_PAXgene Tissue miRNA	08/14/2012	LCSET-2351	12/16/2012	TrueSeq.v1	0.90210843	147631	0.9708785	937	0.91559845	0.85714126	0.29440948	24977	0.5774166	0.7651466	76	37.017	0.0034939926	299	42292760	101699713	0.028968824	1089974	111074578	21951156	0.6450442	139075	48589540	63330	0.031530146	0	0.113737255	0.52868176	0.7847972	58723100	0.003240671	21341545	5131339	21602503	328	22031049	17319767	0.0033691982	22194427	50.18471	0.009812993	0.92908853	832	0.42258343	50.303837
